Entradas:
CHAVE [0]:
DadoPKQUt, Chave :0, OP: 1	DadodKREh, Chave :0, OP: 2	DadoFPihV, Chave :0, OP: 3	DadoOZdpP, Chave :0, OP: 4	Dadonvdkh, Chave :0, OP: 5	DadotddKf, Chave :0, OP: 6	Dadoiddee, Chave :0, OP: 7	DadoKpZHF, Chave :0, OP: 8	DadodJsCp, Chave :0, OP: 9	DadoKjdVw, Chave :0, OP: 10	DadodpKhJ, Chave :0, OP: 11	DadoFPPdd, Chave :0, OP: 12	DadoZydBU, Chave :0, OP: 13	DadoZKpHV, Chave :0, OP: 14	DadodinFy, Chave :0, OP: 15	DadosVdRk, Chave :0, OP: 16	DadorAdEf, Chave :0, OP: 17	DadoddhTH, Chave :0, OP: 18	DadogZdeW, Chave :0, OP: 19	DadoFdxfx, Chave :0, OP: 20	DadoKcPXL, Chave :0, OP: 21	DadoOPdvR, Chave :0, OP: 22	DadoPAxFS, Chave :0, OP: 23	DadoFDduJ, Chave :0, OP: 24	DadoXiKDR, Chave :0, OP: 25	DadotdUSe, Chave :0, OP: 26	
CHAVE [1]:

CHAVE [2]:

CHAVE [3]:
DadovJaBB, Chave :3, OP: 1	DadoaDcLh, Chave :3, OP: 2	DadoWCLmI, Chave :3, OP: 3	
CHAVE [4]:

CHAVE [5]:
DadofYMNN, Chave :5, OP: 1	
CHAVE [6]:

CHAVE [7]:
DadoRvlvi, Chave :7, OP: 1	DadoRvltR, Chave :7, OP: 2	DadobTEHb, Chave :7, OP: 3	
CHAVE [8]:

CHAVE [9]:
DadoICnOV, Chave :9, OP: 1	DadouFOIw, Chave :9, OP: 2	
CHAVE [10]:

CHAVE [11]:

CHAVE [12]:

CHAVE [13]:
DadoIevne, Chave :13, OP: 1	
CHAVE [14]:
DadoqAWEm, Chave :14, OP: 1	
CHAVE [15]:
DadopXodI, Chave :15, OP: 1	DadojClpN, Chave :15, OP: 2	
CHAVE [16]:

CHAVE [17]:
DadoJCGJI, Chave :17, OP: 1	
CHAVE [18]:

CHAVE [19]:
DadoWULXg, Chave :19, OP: 1	
CHAVE [20]:

CHAVE [21]:

CHAVE [22]:

CHAVE [23]:
DadoSLNmF, Chave :23, OP: 1	DadoeXbip, Chave :23, OP: 2	
CHAVE [24]:
DadoGKMYc, Chave :24, OP: 1	DadoGsUCP, Chave :24, OP: 2	DadocAsyR, Chave :24, OP: 3	
CHAVE [25]:

CHAVE [26]:

CHAVE [27]:
DadobNWsH, Chave :27, OP: 1	
CHAVE [28]:

CHAVE [29]:

CHAVE [30]:

CHAVE [31]:
DadopLVQJ, Chave :31, OP: 1	DadoJXVYh, Chave :31, OP: 2	DadoRVtdA, Chave :31, OP: 3	
CHAVE [32]:

CHAVE [33]:

CHAVE [34]:

CHAVE [35]:
DadogYlWG, Chave :35, OP: 1	DadoMBbQb, Chave :35, OP: 2	
CHAVE [36]:

CHAVE [37]:
DadojECRt, Chave :37, OP: 1	
CHAVE [38]:

CHAVE [39]:
DadoiGXnt, Chave :39, OP: 1	Dadojkxba, Chave :39, OP: 2	DadobrFAJ, Chave :39, OP: 3	DadoDUDMZ, Chave :39, OP: 4	DadofPwSj, Chave :39, OP: 5	DadoFHLcw, Chave :39, OP: 6	DadoyfxZZ, Chave :39, OP: 7	DadoLBAQA, Chave :39, OP: 8	
CHAVE [40]:
DadogqweH, Chave :40, OP: 1	
CHAVE [41]:

CHAVE [42]:

CHAVE [43]:
DadotemoZ, Chave :43, OP: 1	
CHAVE [44]:
DadoASGgp, Chave :44, OP: 1	
CHAVE [45]:

CHAVE [46]:
DadoIWavq, Chave :46, OP: 1	
CHAVE [47]:
DadobLLGR, Chave :47, OP: 1	
CHAVE [48]:

CHAVE [49]:
DadonGiVv, Chave :49, OP: 1	DadosAvvU, Chave :49, OP: 2	DadogbKCv, Chave :49, OP: 3	DadoKbgSW, Chave :49, OP: 4	DadoAnWnq, Chave :49, OP: 5	
CHAVE [50]:

CHAVE [51]:
DadoOloAs, Chave :51, OP: 1	
CHAVE [52]:
DadoGySJd, Chave :52, OP: 1	
CHAVE [53]:

CHAVE [54]:

CHAVE [55]:
DadobpQWI, Chave :55, OP: 1	DadoOXgbK, Chave :55, OP: 2	
CHAVE [56]:

CHAVE [57]:

CHAVE [58]:
DadoIOMnY, Chave :58, OP: 1	
CHAVE [59]:
DadoUtGYt, Chave :59, OP: 1	
CHAVE [60]:

CHAVE [61]:

CHAVE [62]:

CHAVE [63]:
DadoBVraZ, Chave :63, OP: 1	
CHAVE [64]:

CHAVE [65]:
DadoJGODU, Chave :65, OP: 1	
CHAVE [66]:

CHAVE [67]:
DadoTcIei, Chave :67, OP: 1	
CHAVE [68]:
DadoawSGE, Chave :68, OP: 1	
CHAVE [69]:

CHAVE [70]:

CHAVE [71]:
DadowDBPa, Chave :71, OP: 1	DadoVgTpf, Chave :71, OP: 2	DadogTVBc, Chave :71, OP: 3	
CHAVE [72]:

CHAVE [73]:
DadoErYaR, Chave :73, OP: 1	
CHAVE [74]:

CHAVE [75]:
DadoWQlhZ, Chave :75, OP: 1	
CHAVE [76]:

CHAVE [77]:

